ID;Service_number;Reservation;Tariff;Service_Mode;Service_Name;Service_Provider;not_used;Reservation_system;First_day;Last_day;Operation_days;Second_service_number
1122;2075;;;37;;3733;;92;2017-09-22;2017-09-22;1;
1123;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1124;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1125;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1126;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1127;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1128;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1129;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1130;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1131;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1132;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1133;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1134;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1135;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1136;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1137;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1138;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1139;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1140;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1141;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1142;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1143;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1144;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1145;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1146;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1147;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1148;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1149;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1150;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1151;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1152;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1153;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1154;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1155;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1156;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1157;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1158;2075;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1159;2076;;;37;;3733;;92;2026-04-09;2026-08-06;110111111011111101111110111111011110001111110111111011111101111110111111011111101111110111111011111101111110111111011111;
1160;2076;;;37;;3733;;92;2017-09-22;2017-09-22;1;
1161;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1162;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1163;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1164;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1165;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1166;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1167;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1168;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1169;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1170;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1171;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1172;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1173;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1174;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1175;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1176;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1177;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1178;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1179;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1180;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1181;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1182;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1183;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1184;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1185;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1186;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1187;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1188;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1189;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1190;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1191;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1192;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1193;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1194;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1195;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1196;2076;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1197;2077;;;37;;3733;;92;2026-04-11;2026-07-18;100000010000001000000100000010000001000000100000010000001000000100000010000001000000100000010000001;
1198;2077;;;37;;3733;;92;2026-07-25;2026-08-01;10000001;
1199;2078;;;37;;3733;;92;2026-04-11;2026-07-18;100000010000001000000100000010000001000000100000010000001000000100000010000001000000100000010000001;
1200;2078;;;37;;3733;;92;2026-07-25;2026-08-01;10000001;
1201;2079;;;37;;3733;;92;2026-04-09;2026-08-06;110111111011111101111110111111011110001111110111111011111101111110111111011111101111110111111011111101111110111111011111;
1202;2079;;;37;;3733;;92;2017-09-22;2017-09-22;1;
1203;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1204;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1205;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1206;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1207;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1208;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1209;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1210;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1211;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1212;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1213;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1214;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1215;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1216;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1217;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1218;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1219;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1220;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1221;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1222;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1223;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1224;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1225;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1226;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1227;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1228;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1229;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1230;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1231;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1232;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1233;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1234;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1235;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1236;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1237;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1238;2079;;;32;;3733;;92;2026-05-14;2026-05-15;11;
1239;13152;;;37;;3733;;92;2017-09-22;2017-09-22;1;
1240;13155;;;37;;3733;;92;2017-09-22;2017-09-22;1;
1241;3001;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1242;3003;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1243;3004;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1244;3005;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1245;3006;;;37;;3733;;92;2026-04-09;2026-08-06;110001111000111100011100001111000110100011110001111000111100011110001111000111100011110001111000111100011110001111000111;
1246;3006;;;37;;3733;;92;2026-04-13;2026-08-03;10000001000000100000010000001000000100000000000001000000100000010000001000000100000010000001000000100000010000001;
1247;3007;;;37;;3733;;92;2026-04-09;2026-07-20;1110111111011111101111010111111011101101111110011111011111101111110111111011111101111110111111011111101;
1248;3007;;;37;;3733;;92;2026-07-21;2026-08-06;11111011111101111;
1249;3007;;;37;;3733;;92;2017-09-22;2017-09-22;1;
1250;3008;;;37;;3733;;92;2026-04-09;2026-07-20;1110111111011111101111010111111011101101111110011111011111101111110111111011111101111110111111011111101;
1251;3008;;;37;;3733;;92;2026-07-21;2026-08-06;11111011111101111;
1252;3008;;;37;;3733;;92;2017-09-22;2017-09-22;1;
1253;3009;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1254;3010;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1255;3011;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1256;3011;;;37;;3733;;92;2017-09-22;2017-09-22;1;
1257;3012;;;37;;3733;;92;2026-04-09;2026-07-20;1110111111011111101111010111111011101101111110011111011111101111110111111011111101111110111111011111101;
1258;3012;;;37;;3733;;92;2026-07-21;2026-08-06;11111011111101111;
1259;3012;;;37;;3733;;92;2017-09-22;2017-09-22;1;
1260;3013;;;37;;3733;;92;2026-04-09;2026-07-20;1110111111011111101111010111111011101101111110011111011111101111110111111011111101111110111111011111101;
1261;3013;;;37;;3733;;92;2026-07-21;2026-08-06;11111011111101111;
1262;3013;;;37;;3733;;92;2017-09-22;2017-09-22;1;
1263;3014;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1264;3014;;;37;;3733;;92;2017-09-22;2017-09-22;1;
1265;3015;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1266;3015;;;37;;3733;;92;2017-09-22;2017-09-22;1;
1267;3016;;;37;;3733;;92;2026-04-09;2026-07-20;1110111111011111101111010111111011101101111110011111011111101111110111111011111101111110111111011111101;
1268;3016;;;37;;3733;;92;2026-07-21;2026-08-06;11111011111101111;
1269;3016;;;37;;3733;;92;2017-09-22;2017-09-22;1;
1270;3017;;;37;;3733;;92;2026-04-09;2026-07-20;1110111111011111101111010111111011101101111110011111011111101111110111111011111101111110111111011111101;
1271;3017;;;37;;3733;;92;2026-07-21;2026-08-06;11111011111101111;
1272;3017;;;37;;3733;;92;2017-09-22;2017-09-22;1;
1273;3018;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1274;3018;;;37;;3733;;92;2017-09-22;2017-09-22;1;
1275;3019;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1276;3019;;;37;;3733;;92;2017-09-22;2017-09-22;1;
1277;3020;;;37;;3733;;92;2026-04-09;2026-07-20;1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111;
1278;3020;;;37;;3733;;92;2026-07-21;2026-08-06;11111111111111111;
1279;3021;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111110011111001111100111110011111001111100111110011111001111100111110011111001111100111110011111001111;
1280;3021;;;37;;3733;;92;2026-04-11;2026-07-18;100000010000001000000100000010000001000000100000010000001000000100000010000001000000100000010000001;
1281;3021;;;37;;3733;;92;2026-04-12;2026-08-02;10000001000000100000010000001000000000000010000001000000100000010000001000000100000010000001000000100000010000001;
1282;3021;;;37;;3733;;92;2026-05-17;2026-05-17;1;
1283;3021;;;37;;3733;;92;2026-07-25;2026-08-01;10000001;
1284;3022;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1285;3022;;;37;;3733;;92;2017-09-22;2017-09-22;1;
1286;3023;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1287;3023;;;37;;3733;;92;2017-09-22;2017-09-22;1;
1288;3024;;;37;;3733;;92;2026-04-09;2026-07-20;1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111;
1289;3024;;;37;;3733;;92;2026-07-21;2026-08-06;11111111111111111;
1290;3025;;;37;;3733;;92;2026-04-09;2026-08-06;111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110011111001111;
1291;3025;;;37;;3733;;92;2026-07-25;2026-08-02;110000011;
1292;3026;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1293;3026;;;37;;3733;;92;2026-04-11;2026-06-14;11000001100000110000011000001100000110000010000001100000110000011;
1294;3026;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1295;3027;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1296;3027;;;37;;3733;;92;2026-04-11;2026-06-14;11000001100000110000011000001100000110000010000001100000110000011;
1297;3027;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1298;3028;;;37;;3733;;92;2026-04-09;2026-07-20;1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111;
1299;3028;;;37;;3733;;92;2026-07-21;2026-08-06;11111111111111111;
1300;3029;;;37;;3733;;92;2026-04-09;2026-07-20;1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111;
1301;3029;;;37;;3733;;92;2026-07-21;2026-08-06;11111111111111111;
1302;3030;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1303;3030;;;37;;3733;;92;2026-04-11;2026-06-14;11000001100000110000011000001100000110000010000001100000110000011;
1304;3030;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1305;3031;;;37;;3733;;92;2026-04-09;2026-08-06;111111111111111111111101111111111110111111111001111111111111111111111111001111100111110011111001111100111110011111001111;
1306;3031;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1307;3032;;;37;;3733;;92;2026-04-09;2026-08-06;111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110011111001111;
1308;3032;;;37;;3733;;92;2026-07-25;2026-08-02;110000011;
1309;3033;;;37;;3733;;92;2026-04-09;2026-08-06;111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110011111001111;
1310;3033;;;37;;3733;;92;2026-07-25;2026-08-02;110000011;
1311;3034;;;37;;3733;;92;2026-04-09;2026-08-06;111111111111111111111101111111111110111111111001111111111111111111111111001111100111110011111001111100111110011111001111;
1312;3034;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1313;3035;;;37;;3733;;92;2026-04-09;2026-08-06;111111111111111111111101111111111110111111111001111111111111111111111111001111100111110011111001111100111110011111001111;
1314;3035;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1315;3036;;;37;;3733;;92;2026-04-09;2026-08-06;111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110011111001111;
1316;3036;;;37;;3733;;92;2026-07-25;2026-08-02;110000011;
1317;3037;;;37;;3733;;92;2026-04-09;2026-08-06;111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110011111001111;
1318;3037;;;37;;3733;;92;2026-07-25;2026-08-02;110000011;
1319;3038;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1320;3038;;;37;;3733;;92;2026-04-11;2026-06-14;11000001100000110000011000001100000110000010000001100000110000011;
1321;3038;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1322;3039;;;37;;3733;;92;2026-04-09;2026-08-06;111111111111111111111101111111111110111111111001111111111111111111111111001111100111110011111001111100111110011111001111;
1323;3039;;;37;;3733;;92;2026-06-20;2026-06-20;1;
1324;3039;;;37;;3733;;92;2026-06-21;2026-06-21;1;
1325;3039;;;37;;3733;;92;2017-09-22;2017-09-22;1;
1326;3040;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1327;3040;;;37;;3733;;92;2026-04-11;2026-07-19;1100000110000011000011100000110001011000001110000110000011000001100000110000011000001100000110000011;
1328;3040;;;37;;3733;;92;2026-07-25;2026-08-02;110000011;
1329;3041;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1330;3041;;;37;;3733;;92;2026-04-11;2026-07-19;1100000110000011000011100000110001011000001110000110000011000001100000110000011000001100000110000011;
1331;3041;;;37;;3733;;92;2026-07-25;2026-08-02;110000011;
1332;3042;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1333;3042;;;37;;3733;;92;2026-04-11;2026-06-14;11000001100000110000011000001100000110000010000001100000110000011;
1334;3042;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1335;3043;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1336;3043;;;37;;3733;;92;2026-04-11;2026-06-14;11000001100000110000011000001100000110000010000001100000110000011;
1337;3043;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1338;3044;;;37;;3733;;92;2026-04-09;2026-08-06;111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110011111001111;
1339;3044;;;37;;3733;;92;2026-07-25;2026-08-02;110000011;
1340;3045;;;37;;3733;;92;2026-04-09;2026-08-06;111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110011111001111;
1341;3045;;;37;;3733;;92;2026-07-25;2026-08-02;110000011;
1342;3046;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1343;3046;;;37;;3733;;92;2026-04-11;2026-06-14;11000001100000110000011000001100000110000010000001100000110000011;
1344;3046;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1345;3047;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1346;3047;;;37;;3733;;92;2026-04-11;2026-06-14;11000001100000110000011000001100000110000010000001100000110000011;
1347;3047;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1348;3048;;;37;;3733;;92;2026-04-09;2026-08-06;111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110011111001111;
1349;3048;;;37;;3733;;92;2026-07-25;2026-08-02;110000011;
1350;3049;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1351;3049;;;37;;3733;;92;2026-04-11;2026-07-19;1100000110000011000011100000110001011000001110000110000011000001100000110000011000001100000110000011;
1352;3049;;;37;;3733;;92;2026-07-25;2026-08-02;110000011;
1353;3050;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1354;3050;;;37;;3733;;92;2026-04-11;2026-06-14;11000001100000110000011000001100000110000010000001100000110000011;
1355;3050;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1356;3051;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1357;3051;;;37;;3733;;92;2026-04-11;2026-06-14;11000001100000110000011000001100000110000010000001100000110000011;
1358;3051;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1359;3052;;;37;;3733;;92;2026-04-09;2026-08-06;111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110011111001111;
1360;3052;;;37;;3733;;92;2026-07-25;2026-08-02;110000011;
1361;3053;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1362;3053;;;37;;3733;;92;2026-04-11;2026-07-19;1100000110000011000011100000110001011000001110000110000011000001100000110000011000001100000110000011;
1363;3053;;;37;;3733;;92;2026-07-25;2026-08-02;110000011;
1364;3054;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111110011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1365;3054;;;37;;3733;;92;2026-04-11;2026-06-14;11000001100000110000011000001100000110000010000001100000110000011;
1366;3054;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1367;3055;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111110011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1368;3055;;;37;;3733;;92;2026-04-11;2026-06-14;11000001100000110000011000001100000110000010000001100000110000011;
1369;3055;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1370;3056;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1371;3056;;;37;;3733;;92;2026-04-11;2026-07-19;1100000110000011000011100000110001011000001110000110000011000001100000110000011000001100000110000011;
1372;3056;;;37;;3733;;92;2026-07-25;2026-08-02;110000011;
1373;3057;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1374;3057;;;37;;3733;;92;2026-04-11;2026-07-19;1100000110000011000011100000110001011000001110000110000011000001100000110000011000001100000110000011;
1375;3057;;;37;;3733;;92;2026-07-25;2026-08-02;110000011;
1376;3058;;;37;;3733;;92;2026-04-09;2026-08-06;111111111111111111111101111111111110111111111001111111111111111111111111001111100111110011111001111100111110011111001111;
1377;3058;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1378;3059;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1379;3059;;;37;;3733;;92;2026-04-11;2026-06-14;11000001100000110000011000001100000110000010000001100000110000011;
1380;3059;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1381;3060;;;37;;3733;;92;2026-04-09;2026-07-20;1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111;
1382;3060;;;37;;3733;;92;2026-07-21;2026-08-06;11111111111111111;
1383;3061;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1384;3061;;;37;;3733;;92;2026-04-11;2026-07-19;1100000110000011000011100000110001011000001110000110000011000001100000110000011000001100000110000011;
1385;3061;;;37;;3733;;92;2026-07-25;2026-08-02;110000011;
1386;3062;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1387;3062;;;37;;3733;;92;2026-04-11;2026-06-14;11000001100000110000011000001100000110000010000001100000110000011;
1388;3062;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1389;3063;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1390;3063;;;37;;3733;;92;2026-04-11;2026-06-14;11000001100000110000011000001100000110000010000001100000110000011;
1391;3063;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1392;3064;;;37;;3733;;92;2026-04-09;2026-08-06;111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110011111001111;
1393;3064;;;37;;3733;;92;2026-07-25;2026-08-02;110000011;
1394;3065;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1395;3065;;;37;;3733;;92;2026-04-11;2026-07-19;1100000110000011000011100000110001011000001110000110000011000001100000110000011000001100000110000011;
1396;3065;;;37;;3733;;92;2026-07-25;2026-08-02;110000011;
1397;3066;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111110011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1398;3066;;;37;;3733;;92;2026-04-11;2026-06-14;11000001100000110000011000001100000110000010000001100000110000011;
1399;3066;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1400;3067;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111110011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1401;3067;;;37;;3733;;92;2026-04-11;2026-06-14;11000001100000110000011000001100000110000010000001100000110000011;
1402;3067;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1403;3068;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111110011111001111101111110011111001111100111110011111001111100111110011111001111100111110011111001111;
1404;3068;;;37;;3733;;92;2026-04-11;2026-07-19;1100000110000011000001100000110000010000001100000110000011000001100000110000011000001100000110000011;
1405;3068;;;37;;3733;;92;2026-07-25;2026-08-02;110000011;
1406;3069;;;37;;3733;;92;2026-04-09;2026-08-02;11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110000010000001;
1407;3069;;;37;;3733;;92;2026-07-21;2026-08-06;11111011111101111;
1408;3070;;;37;;3733;;92;2026-04-09;2026-08-06;111111111111111111111101111111111110111111111001111111111111111111111111001111100111110011111001111100111110011111001111;
1409;3070;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1410;3071;;;37;;3733;;92;2026-04-09;2026-08-06;111111111111111111111101111111111110111111111001111111111111111111111111001111100111110011111001111100111110011111001111;
1411;3071;;;37;;3733;;92;2026-06-20;2026-06-21;11;
1412;3072;;;37;;3733;;92;2026-04-09;2026-07-20;1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111;
1413;3072;;;37;;3733;;92;2026-07-21;2026-08-06;11111111111111111;
1414;3073;;;37;;3733;;92;2026-04-09;2026-08-06;110011111001111100111100011111001110100111110001111001111100111110011111001111100111110011111001111100111110011111001111;
1415;3073;;;37;;3733;;92;2026-04-11;2026-07-19;1100000110000011000001100000110000010000001100000110000011000001100000110000011000001100000110000011;
1416;3073;;;37;;3733;;92;2026-05-01;2026-05-25;1000000000000100100000001;
1417;3073;;;37;;3733;;92;2026-07-25;2026-08-02;110000011;
